"codice_1_livello","label_1_livello_en","def_1_livello_en","codice_2_livello","label_2_livello_en","def_2_livello_en","codice_3_livello","label_3_livello_en","def_3_livello_en"
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.3","Broadleaved evergreen forest","Forests dominated by broadleaved sclerophyllous or lauriphyllous evergreen trees, or by palms. They are characteristic of the Mediterranean and warm-temperate humid zones. Sporadic grazing use may occur. Includes burnt areas of this type.","4.3.6","Other broadleaved evergreen forests","Patches of holly (Ilex aquifolium) occurring in scattered localities across European forests, especially in the temperate zone and in the Mediterranean mountains. Forests with low-level tree canopy (high matorral) variously dominated by arborescent ericoids, strawberry tree (Arbutus canariensis) and Canarian holly (Ilex canariensis) in situations that range from cold and hyper-humid slopes and exposed fog-bound outcrops to sub-humid and dry foothills of Madeira and the Canary Islands. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.3","Broadleaved evergreen forest","Forests dominated by broadleaved sclerophyllous or lauriphyllous evergreen trees, or by palms. They are characteristic of the Mediterranean and warm-temperate humid zones. Sporadic grazing use may occur. Includes burnt areas of this type.","4.3.7","Highly modified broadleaved evergreen forests","Mixed plantations of broadleaved evergreen species where at least one constituent is exotic or outside its natural range, or if composed of native species then managed intensively and planted in mono-age stands. Mono-cultural plantations of recently introduced species should be assigned to 4.6.1. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.4","Mixed forests","Vegetation formation composed principally of trees, including shrub and bush understorey, where neither broadleaved nor coniferous species strongly predominate (i.e. <75% deciduous and <75% coniferous trees). Includes burnt areas of this type.","4.4.1","Mixed forests dominated by coniferous species","Vegetation formation composed principally of trees, including shrub and bush understorey, where coniferous species moderately predominate, in terms of canopy cover (typically between 60 % to 80 % canopy cover). The class includes forests that are a mix of native broadleaved trees and spontaneously established spruce and pine trees. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.4","Mixed forests","Vegetation formation composed principally of trees, including shrub and bush understorey, where neither broadleaved nor coniferous species strongly predominate (i.e. <75% deciduous and <75% coniferous trees). Includes burnt areas of this type.","4.4.2","Mixed forests dominated by broadleaved species","Vegetation formation composed principally of trees, including shrub and bush understorey, where broadleaved species moderately predominate, in terms of canopy cover (typically between 60 % to 80 % canopy cover). The class includes forests that are a mix of native and spontaneously established trees. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.4","Mixed forests","Vegetation formation composed principally of trees, including shrub and bush understorey, where neither broadleaved nor coniferous species strongly predominate (i.e. <75% deciduous and <75% coniferous trees). Includes burnt areas of this type.","4.4.3","Other mixed forests including stands of non-native trees species that have long been established in European forest mixes.","Vegetation formation composed principally of trees, including shrub and bush understorey, where neither broadleaved nor coniferous species predominate. The class includes forests that are a mix of native broadleaved trees and spontaneously established spruce and pine trees. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.5","Transitional forest and woodland shrub","Transitional forests and woodland shrub. Includes vegetation that is always shrubland and areas of temporarily cleared forest (as part of forest management). Sporadic grazing use may occur. Includes burnt areas of this type.","4.5.1","Transitional woodland/forest land","Forest land, including recently felled clear-cut, burnt, replanted or newly afforested. Includes burnt areas of this type."
"4","Forest and woodland","Forests and woodlands include tree-dominated ecosystems with a canopy cover generally over 30% (in the temperate climate zone) or 10% (in boreal and Mediterranean climate zones) or vegetation where present trees can reach these thresholds in situ. For boreal and Mediterranean forest types a lower threshold is advisable due to extreme climatic conditions, which naturally limit the growth of trees and relative canopy cover.","4.6","Plantations","Monoculture plantations or plantations strongly dominated by one or few species of non-European coniferous and broadleaved trees with very sparse or lacking undergrowth, e.g. eucalyptus plantations. Forest stands of single or mixed species consisting of native and/or non-native trees species that have long been established in European ecosystems and have diverse undergrowth typical for forest ecosystems should be classified as part of types 4.1 to 4.4. If not possible to distinguish plantations, these areas should be attributed to the classes 4.1 – 4.4. Includes burnt areas of this type.","4.6.1","Monoculture or mixed plantations","Monoculture or mixed plantations of non-native tree species with very sparse or lacking undergrowth, e.g. Eucalyptus plantations. Forest stands of single or mixed species consisting of native and/or non-native trees species that have long been established in European ecosystems and have diverse undergrowth typical for forest ecosystems should be classified as part of types 4.1 to 4.4. Includes burnt areas of this type."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.1","Tundra","Vegetated land with graminoids, shrubs, mosses or macro lichens overlying permafrost. European tundras are limited to Spitzbergen and northern Russia. Vegetation with the same species also occurs on boreal mountains and in the low arctic remote from the main permafrost region, notably in Fennoscandia and Iceland; these oroboreal and low arctic habitats are listed under alpine and subalpine grassland or arctic, alpine and subalpine shrub.","5.1.1","Tundra","Vegetated land with graminoids, shrubs, mosses or macrolichens overlying permafrost. European tundras are limited to Spitzbergen and northern Russia. Vegetation with the same species also occurs on boreal mountains and in the low arctic remote from the main permafrost region, notably in Fennoscandia and Iceland; these oroboreal and low arctic habitats are listed under alpine and subalpine grassland or arctic, alpine and subalpine shrub."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.2","Scrub and heathland","Vegetation with low and closed cover, dominated by bushes, shrubs, dwarf shrubs (heather, briars, broom, gorse, laburnum etc.) and herbaceous plants, including semi-natural/successional stages and mature stages of development. Includes burnt areas of this type.","5.2.1","Arctic, alpine and subalpine scrub","Shrub occurring north of or above the climatic tree limit, but outside the permafrost zone. Shrub occurring close to but below the climatic tree limit, where trees are suppressed either by late-lying snow or by wind or repeated browsing."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.2","Scrub and heathland","Vegetation with low and closed cover, dominated by bushes, shrubs, dwarf shrubs (heather, briars, broom, gorse, laburnum etc.) and herbaceous plants, including semi-natural/successional stages and mature stages of development. Includes burnt areas of this type.","5.2.2","Temperate and Mediterranean montane scrub","These scrub communities include deciduous and evergreen shrubs of the nemoral zone, and deciduous shrubs of the sub-mediterranean and supra-mediterranean zones that are adapted to a cooler climate. Excluded are heathlands with dominant Ericaceae, and the typically mediterranean maquis, garrigue and phrygana. Includes burnt areas of this type."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.2","Scrub and heathland","Vegetation with low and closed cover, dominated by bushes, shrubs, dwarf shrubs (heather, briars, broom, gorse, laburnum etc.) and herbaceous plants, including semi-natural/successional stages and mature stages of development. Includes burnt areas of this type.","5.2.3","Temperate shrub heathland","Shrub communities adapted to a cooler climate in which Ericaceae are dominant or at least prominent. Such heaths are best developed on acid soils in the Atlantic zone and also in sub-Atlantic Europe. This includes semi-natural (in the sense of substitutional /secondary) heathlands and scrub types. Includes burnt areas of this type."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.3","Sclerophyllous vegetation","Bushy sclerophyllous vegetation including semi-natural/successional stages and mature stages of development; including maquis, matorral and garrigue. Includes burnt areas of this type.","5.3.1","Maquis, arborescent matorral and thermo-Mediterranean scrub","Evergreen sclerophyllous or lauriphyllous shrub vegetation, with a closed or nearly closed canopy structure, having nearly 100% cover of shrubs, with few annuals and some vernal geophytes; trees are nearly always present, some of which may be in shrub form. Shrubs, sometimes tall, of Juniperus, Arbutus, Cistus, Cytisus, Erica, Genista, Lavandula, Myrtus, Phillyrea, Pistacia, Quercus and Spartium are typical. Included is pseudomaquis, in which the dominants are mixed deciduous and evergreen shrubs. Includes burnt areas of this type."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.3","Sclerophyllous vegetation","Bushy sclerophyllous vegetation including semi-natural/successional stages and mature stages of development; including maquis, matorral and garrigue. Includes burnt areas of this type.","5.3.2","Garrigue","Evergreen sclerophyllous or lauriphyllous shrub vegetation, with an open canopy structure and some bare ground, usually with many winter annuals and vernal geophytes. Low shrubs of Cistus, Lavandula, Rosmarinus and Stoechas are usually present, and there may be some larger shrubs and scattered trees. Garrigue is found mostly in the Mediterranean, Macaronesian and Pontic regions, where it typically derives from degradation or regrowth of broadleaved evergreen forests, but it extends into deciduous forest areas in the supra-Mediterranean zone and sub-Mediterranean zones and into steppe areas in Anatolia. Includes shrubby land with mainly herbaceous vegetation and a large component of unpalatable non-vernal monocots (Asphodelus, Urginea) and thistles, provided that shrub cover exceeds 10%. Includes burnt areas of this type."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.3","Sclerophyllous vegetation","Bushy sclerophyllous vegetation including semi-natural/successional stages and mature stages of development; including maquis, matorral and garrigue. Includes burnt areas of this type.","5.3.3","Spiny Mediterranean heaths (phrygana, hedgehog-heaths & coastal cliff vegetation)","Shrubland with dominant low spiny shrubs, widespread in Mediterranean and Anatolian regions with a summer-dry climate, occurring from sea level to high altitudes on dry mountains. Includes burnt areas of this type."
"5","Heathland and shrub","Heathland and shrub are areas with vegetation dominated by shrubs or dwarf shrubs, which may include dispersed trees with a canopy cover below 30%. They include natural ecosystems of predominantly harsh conditions as well as secondary ecosystems created by extensive human use. The class includes heathlands and sclerophyllous vegetation.","5.3","Sclerophyllous vegetation","Bushy sclerophyllous vegetation including semi-natural/successional stages and mature stages of development; including maquis, matorral and garrigue. Includes burnt areas of this type.","5.3.4","Thermo-Atlantic xerophytic shrub (Madeira and Canary Islands)","Xerophytic shrub formations of the lower slopes of the Canary Islands and Madeira, rich in succulents, in particular cactiform or dendroid spurges Euphorbia spp., rosette-forming Aeonium spp. and composites. Includes burnt areas of this type."
"6","Sparsely vegetated ecosystems","Sparsely or unvegetated ecosystems have a low density of vegetation, with typically at least 70% of barren soil. They include degraded sparsely or degraded non-vegetated areas as well as ecosystems under extreme natural conditions which may be traditionally grazed. They include bare rocks, glaciers, inland dunes and sand plains. In spite of low vegetation density, the ecosystems may contain high biodiversity of species adapted to an extreme environment.","6.1","Bare rocks","Scree, cliffs, rock outcrops, including areas of active erosion, rocks and reef flats outside marine influence, inland salt planes. At least 90% of area of the ecosystem asset is covered by rocks. Rocks within a zone up to 100m from the high-water mark can be classified as coastal ecosystems.","6.1.1","Rocky pavements, outcrops, and screes","Accumulations of boulders, stones, rock fragments, pebbles, gravels or finer material, of non-aeolian depositional origin, unvegetated, occupied by lichens or mosses, or colonized by sparse herbs or shrubs. Included are screes and scree slopes produced by slope processes, moraines and drumlins originating from glacial deposition, sandar, eskers and kames resulting from fluvio-glacial deposition, block slopes, block streams and block fields constructed by periglacial depositional processes of downslope mass movement, ancient beach deposits constituted by former coastal constructional processes. Also including unvegetated, sparsely vegetated, and bryophyte- or lichen-vegetated cliffs, rock faces and rock pavements, not presently adjacent to the sea, and not resulting from recent volcanic activity."
"6","Sparsely vegetated ecosystems","Sparsely or unvegetated ecosystems have a low density of vegetation, with typically at least 70% of barren soil. They include degraded sparsely or degraded non-vegetated areas as well as ecosystems under extreme natural conditions which may be traditionally grazed. They include bare rocks, glaciers, inland dunes and sand plains. In spite of low vegetation density, the ecosystems may contain high biodiversity of species adapted to an extreme environment.","6.1","Bare rocks","Scree, cliffs, rock outcrops, including areas of active erosion, rocks and reef flats outside marine influence, inland salt planes. At least 90% of area of the ecosystem asset is covered by rocks. Rocks within a zone up to 100m from the high-water mark can be classified as coastal ecosystems.","6.1.2","Lava flows","Hard rock surfaces, rock jumbles, loose material deposits, soils, water bodies resulting from recent or present volcanic activity, unvegetated, occupied by lichens or mosses, or colonized by specialised, relatively sparse herb- or shrub-dominated communities."
"6","Sparsely vegetated ecosystems","Sparsely or unvegetated ecosystems have a low density of vegetation, with typically at least 70% of barren soil. They include degraded sparsely or degraded non-vegetated areas as well as ecosystems under extreme natural conditions which may be traditionally grazed. They include bare rocks, glaciers, inland dunes and sand plains. In spite of low vegetation density, the ecosystems may contain high biodiversity of species adapted to an extreme environment.","6.2","Semi-desert, desert and other sparsely vegetated areas","Non-coastal habitats with less than 30% vegetation cover (other than in crevices of rocks, screes or cliffs) which are characterised by very low water availability. They include areas which are sparsely vegetated due to land degradation.","6.2.1","Semi-desert steppes","These mixed semi-deserts are dominated by suffrutescent (i.e. with a woody base) or sub-succulent (semi-fleshy) perennial shrubs and tussock grasses. Productivity and biomass are limited by low to very low average precipitation, extreme temperatures and, to a lesser extent, soil nutrients, but vary temporally in response to water availability. Vegetation takes a range of structural forms, including open shrublands, mixed shrublands with a tussock grass matrix, prairie-like tall forb grasslands, and very low dwarf shrubs interspersed with forbs or grasses. Total cover varies from 10% to 30% and the balance between shrubs and grasses is mediated by rainfall, herbivory and soil fertility. Includes burnt areas of this type."
"6","Sparsely vegetated ecosystems","Sparsely or unvegetated ecosystems have a low density of vegetation, with typically at least 70% of barren soil. They include degraded sparsely or degraded non-vegetated areas as well as ecosystems under extreme natural conditions which may be traditionally grazed. They include bare rocks, glaciers, inland dunes and sand plains. In spite of low vegetation density, the ecosystems may contain high biodiversity of species adapted to an extreme environment.","6.2","Semi-desert, desert and other sparsely vegetated areas","Non-coastal habitats with less than 30% vegetation cover (other than in crevices of rocks, screes or cliffs) which are characterised by very low water availability. They include areas which are sparsely vegetated due to land degradation.","6.2.2","Cool deserts and semi-desert steppes","Arid systems where productivity is limited by both low precipitation and cold temperatures but varies spatially in response to soil texture, salinity, and water table depth. Vegetation cover varies with soil conditions from near zero (on extensive areas of heavily salinized soils or mobile dunes) to >50% in upland grasslands and shrublands but is generally low in stature (less than 1 m tall). The dominant plants are perennial C3 grasses and xeromorphic suffrutescent or non-sclerophyllous perennial shrubs. Dwarf shrubs, tending to prostrate or cushion forms occur in areas exposed to strong, cold winds. Plant growth occurs mainly during warming spring temperatures after winter soil moisture recharges. Includes burnt areas of this type."
"6","Sparsely vegetated ecosystems","Sparsely or unvegetated ecosystems have a low density of vegetation, with typically at least 70% of barren soil. They include degraded sparsely or degraded non-vegetated areas as well as ecosystems under extreme natural conditions which may be traditionally grazed. They include bare rocks, glaciers, inland dunes and sand plains. In spite of low vegetation density, the ecosystems may contain high biodiversity of species adapted to an extreme environment.","6.2","Semi-desert, desert and other sparsely vegetated areas","Non-coastal habitats with less than 30% vegetation cover (other than in crevices of rocks, screes or cliffs) which are characterised by very low water availability. They include areas which are sparsely vegetated due to land degradation.","6.2.3","Other sparsely vegetated areas","Miscellaneous bare habitats, including glacial moraines, freeze-thaw features, inland sand dunes and trampled areas. Vegetation, if present, is dominated by algae, lichens or bryophytes, with vascular plants absent or very sparse. Includes burnt areas of this type."
"6","Sparsely vegetated ecosystems","Sparsely or unvegetated ecosystems have a low density of vegetation, with typically at least 70% of barren soil. They include degraded sparsely or degraded non-vegetated areas as well as ecosystems under extreme natural conditions which may be traditionally grazed. They include bare rocks, glaciers, inland dunes and sand plains. In spite of low vegetation density, the ecosystems may contain high biodiversity of species adapted to an extreme environment.","6.3","Ice sheets, glaciers and perennial snowfields","High mountain zones and high latitude land masses occupied by glaciers or by perennial snow. They may be inhabited by algae and invertebrates.","6.3.1","Ice sheets, glaciers and perennial snowfields","High mountain zones and high latitude land masses occupied by glaciers or by perennial snow. They may be inhabited by algae and invertebrates."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.1","Inland marshes and other wetlands on mineral soil","Low-lying land usually flooded in winter, and more or less saturated by water all year round. Vegetation is composed mainly of rushes, sedges, and some reed and shrub. Other types of this class include reedbeds and springs.","7.1.1","Inland marshes","Low-lying land usually flooded in winter, and more or less saturated by water all year round. Vegetation is composed mainly of rushes, sedges, and some reed and shrub."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.1","Inland marshes and other wetlands on mineral soil","Low-lying land usually flooded in winter, and more or less saturated by water all year round. Vegetation is composed mainly of rushes, sedges, and some reed and shrub. Other types of this class include reedbeds and springs.","7.1.2","Inland salt marshes","Salt meadows and swards of Salicornia and other Chenopodiaceae of inland salt basins of the nemoral zone. Inland saltmarshes of middle Europe are remarkable, extremely threatened communities occurring in a few isolated locations."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.1","Inland marshes and other wetlands on mineral soil","Low-lying land usually flooded in winter, and more or less saturated by water all year round. Vegetation is composed mainly of rushes, sedges, and some reed and shrub. Other types of this class include reedbeds and springs.","7.1.3","Reedbeds","Water-fringing stands of tall vegetation by lakes (including brackish lakes), rivers and brooks, usually species-poor and often dominated by one species. Mainly composed of Common reed, horsetail and tall sedges. Including Mediterranean beds of tall canes lining permanent or temporary water courses and water bodies."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.1","Inland marshes and other wetlands on mineral soil","Low-lying land usually flooded in winter, and more or less saturated by water all year round. Vegetation is composed mainly of rushes, sedges, and some reed and shrub. Other types of this class include reedbeds and springs.","7.1.4","Springs","Springs are formed where groundwater flows onto the surface and have various ecological expressions, depending on terrain and water characteristics. They are an important and threatened aquatic habitat."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.2","Mires, bogs and fens","Wetlands, with the water table at or above ground level for at least half of the year, dominated by mosses, herbaceous or ericoid vegetation. Includes inland saltmarshes and waterlogged habitats where the groundwater is frozen. Excludes the water body and rock structure of springs and waterlogged habitats dominated by trees or large shrubs. Includes bog degradation stages dominated by heathland but excludes wet heathlands on mineral soils which support limited peat formation. Includes peat extraction sites. Includes burnt areas of this type.","7.2.1","Raised bogs","The mire surface and underlying peat of highly oligotrophic, strongly acidic peatlands with a raised centre from which water drains towards the edges. The peat is composed mainly of sphagnum remains. Raised bogs form on nearly flat ground and derive moisture and nutrients only from rainfall (ombrotrophic). Raised bog complexes (X04) include larger bog pools and a marginal lagg, as well as the main mire surface, which in actively-growing raised bogs typically comprises a complex of low hummocks, small pools and their associated vegetation. Raised bogs form only in cool climates with high rainfall. Most of the species that bogs harbour are rare and their populations fragmented into isolated relictual elements; several are threatened. The remaining intact or nearly intact communities are exceptional."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.2","Mires, bogs and fens","Wetlands, with the water table at or above ground level for at least half of the year, dominated by mosses, herbaceous or ericoid vegetation. Includes inland saltmarshes and waterlogged habitats where the groundwater is frozen. Excludes the water body and rock structure of springs and waterlogged habitats dominated by trees or large shrubs. Includes bog degradation stages dominated by heathland but excludes wet heathlands on mineral soils which support limited peat formation. Includes peat extraction sites. Includes burnt areas of this type.","7.2.2","Blanket bogs","Mire surface and underlying peat of ombrotrophic peatlands, formed on flat or gently sloping ground with poor surface drainage, in oceanic climates with high rainfall. The mire surface may on flatter ground be very similar to that of a raised bog, with a complex of small pools and terrestrial hummocks. In the strictest sense, blanket bogs are a habitat endemic to northwestern Europe, characteristic of the western and northern British Isles, the Faeroe Islands and the western seaboard of Scandinavia. They often cover extensive areas with local topographic features supporting distinct communities. Sphagna (Sphagnum spp) play an important role in all of them, accompanied by Narthecium ossifragum, Molinia caerulea, Scirpus cespitosus, Schoenus nigricans, Eriophorum angustifolium, Eriophorum vaginatum and Calluna vulgaris. Includes burnt areas of this type."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.2","Mires, bogs and fens","Wetlands, with the water table at or above ground level for at least half of the year, dominated by mosses, herbaceous or ericoid vegetation. Includes inland saltmarshes and waterlogged habitats where the groundwater is frozen. Excludes the water body and rock structure of springs and waterlogged habitats dominated by trees or large shrubs. Includes bog degradation stages dominated by heathland but excludes wet heathlands on mineral soils which support limited peat formation. Includes peat extraction sites. Includes burnt areas of this type.","7.2.3","Valley mires, poor fens and transition mires","Weakly to strongly acid peatlands, flushes and vegetated rafts formed in situations where they receive water from the surrounding landscape or are intermediate between land and water. Included are quaking bogs and vegetated non-calcareous springs. Excluded are calcareous fens, and reedbeds. Includes burnt areas of this type."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.2","Mires, bogs and fens","Wetlands, with the water table at or above ground level for at least half of the year, dominated by mosses, herbaceous or ericoid vegetation. Includes inland saltmarshes and waterlogged habitats where the groundwater is frozen. Excludes the water body and rock structure of springs and waterlogged habitats dominated by trees or large shrubs. Includes bog degradation stages dominated by heathland but excludes wet heathlands on mineral soils which support limited peat formation. Includes peat extraction sites. Includes burnt areas of this type.","7.2.4","Aapa, palsa and polygon mires","Patterned mire complexes of the arctic, subarctic and northern boreal zones. Includes burnt areas of this type."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.2","Mires, bogs and fens","Wetlands, with the water table at or above ground level for at least half of the year, dominated by mosses, herbaceous or ericoid vegetation. Includes inland saltmarshes and waterlogged habitats where the groundwater is frozen. Excludes the water body and rock structure of springs and waterlogged habitats dominated by trees or large shrubs. Includes bog degradation stages dominated by heathland but excludes wet heathlands on mineral soils which support limited peat formation. Includes peat extraction sites. Includes burnt areas of this type.","7.2.5","Base-rich fens and calcareous spring mires","Peatlands, flushes and vegetated springs with calcareous or eutrophic ground water, within river valleys, alluvial plains, or on hillsides. As in poor fens, the water level is at or near the surface of the substratum and peat formation depends on a permanently high-water table. Excluded are reedbeds."
"7","Inland wetlands","Inland wetlands are areas that are year-round or seasonally strongly affected by water, in the form of temporary flooding or groundwater levels close to surface. This class includes natural, semi-natural or modified inland marshes as well as mires, bogs and fens, but excludes seasonally flooded grasslands and heathlands, for example. It also includes peat extraction sites.","7.2","Mires, bogs and fens","Wetlands, with the water table at or above ground level for at least half of the year, dominated by mosses, herbaceous or ericoid vegetation. Includes inland saltmarshes and waterlogged habitats where the groundwater is frozen. Excludes the water body and rock structure of springs and waterlogged habitats dominated by trees or large shrubs. Includes bog degradation stages dominated by heathland but excludes wet heathlands on mineral soils which support limited peat formation. Includes peat extraction sites. Includes burnt areas of this type.","7.2.6","Peat extraction sites","Peatland areas where peat is being mined or have been mined and natural conditions and vegetation have not (been) restored yet. Includes burnt areas of this type."
"8","Rivers and canals","Permanent freshwater inland surface waters of linear character. These include natural water courses, such as rivers, streams etc., as well as anthropogenic structures built for transportation, drainage or water supply purposes, i.e., canals, ditches etc.","8.1","Rivers and streams","Natural watercourses, such as rivers, streams etc. (even though often modified by man) serving as water drainage channels.","8.1.1","Permanent, non-tidal, fast, turbulent water courses","Permanent water courses with fast-flowing turbulent water and their associated animal and microscopic algal pelagic and benthic communities. Rivers, streams, brooks, rivulets, rills, torrents, waterfalls, cascades and rapids are included. The bed is typically composed of rocks, stones or gravel with only occasional sandy and silty patches. Includes high, mid and low-altitude, usually small to medium-sized streams as defined by the Water Framework Directive. Various ecological sub-types exist, depending on the surrounding geology, climate, altitude etc."
"8","Rivers and canals","Permanent freshwater inland surface waters of linear character. These include natural water courses, such as rivers, streams etc., as well as anthropogenic structures built for transportation, drainage or water supply purposes, i.e., canals, ditches etc.","8.1","Rivers and streams","Natural watercourses, such as rivers, streams etc. (even though often modified by man) serving as water drainage channels.","8.1.2","Permanent non-tidal, smooth-flowing watercourses","Permanent water courses with non-turbulent water and their associated animal and microscopic algal pelagic and benthic communities. Slow-flowing rivers, streams, brooks, rivulets and rills; also fast-flowing rivers with laminar flow. The bed is typically composed of sand or mud. Includes mid and low-altitude streams as defined by the Water Framework Directive. Various ecological sub-types exist, depending on the surrounding geology, climate, land use etc."
